"PG.ProteinGroups","logFC","AveExpr","t","P.Value","adj.P.Val","B","regulate"
"Q9UGP5",-0.0968501759626612,5.07154214384093,-1.02718789540617,0.310062300282378,0.699727852818802,-6.06427658640799,"unchanged"
"Q6ZRQ5",-0.0968477539298975,6.85809029578741,-1.35625610453173,0.182080292034861,0.523089980320757,-5.68350292190783,"unchanged"
"Q15796",0.0967839511390594,8.29319149626665,1.13138851271599,0.264147424864992,0.645836384930177,-5.9543783064406,"unchanged"
"Q6NVY1",0.0967754943543149,10.1211756271999,1.21866854606154,0.229598339389864,0.599782568874603,-5.85465383118424,"unchanged"
"P36507",-0.0967185265191279,9.79296412405903,-1.13679926712678,0.261903066388654,0.643969945739344,-5.94839825510243,"unchanged"
"Q8TD55",-0.0966719039527977,8.48535993160641,-0.873611852745357,0.387171189380697,0.766655656993381,-6.20776099142696,"unchanged"
"Q6P5Z2",-0.0966701945790609,7.63378189870668,-1.20339739011469,0.235390752248371,0.607809559775992,-5.87260240329153,"unchanged"
"Q9NY33",0.0965873161258077,10.94848626628,1.2035458435662,0.235333932477901,0.607809559775992,-5.87242893899866,"unchanged"
"Q12770",0.0965841001834384,7.72576568054472,0.95592347974678,0.344442002909297,0.731643785969216,-6.13362028022047,"unchanged"
"P62136",-0.0964737237016955,11.9696874336375,-1.2533339692596,0.216840564425569,0.580558470029862,-5.81312891623533,"unchanged"
"Q9NQX4",0.0964709294934005,5.59968570403169,0.75683483474254,0.453266243475232,0.815246880939058,-6.30187176836693,"unchanged"
"P54920",0.0964398199988992,11.0773811477953,1.06877283764076,0.291121376578393,0.676767732457359,-6.02162248520883,"unchanged"
"Q9BTC8",0.0964217792738413,9.67489159215722,1.05165888156381,0.298816660353723,0.687128239074026,-6.03937097987834,"unchanged"
"Q4G0N4",0.0964137006084851,8.56828844415545,1.1394056683154,0.260826822622206,0.643232737347597,-5.94550804143218,"unchanged"
"O43301",0.0963900199309098,6.71972459089375,1.34554382548956,0.185485794900014,0.529029813060727,-5.69743328743969,"unchanged"
"Q13636",0.0963716464630444,9.9723619729964,1.14659572285629,0.257874308166338,0.638351207845186,-5.93750279850689,"unchanged"
"Q96MW1",0.0963700631744562,9.6089464203075,1.03524430598297,0.306328446463181,0.696302888890308,-6.0561386180075,"unchanged"
"P49207",-0.0963484429858177,11.9735060357951,-1.10810171487766,0.273963248143415,0.656892584233618,-5.97980842495174,"unchanged"
"O94985",-0.0963337742165642,6.46690667313504,-1.13837074247786,0.261253788007756,0.64362693341248,-5.9466564061038,"unchanged"
"Q96ME1",-0.0963172752999109,7.83941646471057,-1.09547097451788,0.279394015044503,0.66297014099076,-5.99339296141302,"unchanged"
"Q9UBQ6",-0.096289738035054,7.1065316813952,-1.13407792409305,0.263030157835954,0.644679284128134,-5.9514092820613,"unchanged"
"Q13610",-0.0962838114021576,9.26507885258883,-1.16097794768745,0.252040580811055,0.63075925956794,-5.92134804739369,"unchanged"
"P49721",0.0962756427537172,11.4323752012436,1.06428575120008,0.293125529203332,0.679791783135107,-6.02630221040681,"unchanged"
"Q00535",-0.096225260139521,8.65313639803323,-1.15183015323014,0.255739991642973,0.635894187228572,-5.9316451416857,"unchanged"
"Q14653",-0.096216873799098,7.65795638019689,-0.754462634013731,0.454674029963038,0.81632026914031,-6.30364782857154,"unchanged"
"Q9Y4W2",-0.09618247879793,9.34188195690584,-1.1361008952958,0.262191979199628,0.644114099705608,-5.94917161542073,"unchanged"
"Q9ULI2",-0.0961498375978111,5.0342175032699,-0.774886826806086,0.442637015145954,0.807440051043671,-6.28817862707672,"unchanged"
"Q9NPH0",0.09613718255103,6.18808284330133,1.00581347677131,0.32011879643126,0.710147378443474,-6.08557404652571,"unchanged"
"Q9UKI8",-0.0961309372062811,8.09255320881118,-1.12318734714792,0.26757534984229,0.649633817549004,-5.9633911517882,"unchanged"
"Q9UBK8",0.0960816893498944,9.98640576166008,1.23172004511441,0.224731610102204,0.590813421972299,-5.83914692992398,"unchanged"
"Q93062",-0.0960579586699968,8.17174626502601,-0.770936672946903,0.444950223649271,0.808907418082552,-6.29120179948945,"unchanged"
"Q6P3X3",0.0960553541736537,8.27497566660174,0.984046518231022,0.330584510750419,0.719660396078727,-6.10682367482767,"unchanged"
"O95164",0.0960065773228331,6.35214538871368,0.962333902280938,0.341249993510989,0.729728046595893,-6.12757761717888,"unchanged"
"Q9H9Q2",-0.096003258639783,9.37188854768443,-1.20585656824215,0.234450810015905,0.606809757907872,-5.86972633724739,"unchanged"
"Q9Y5U2",0.0960004325399026,9.50417119321467,1.08123881974992,0.285603593975063,0.670390087422847,-6.00852347290864,"unchanged"
"Q14766",-0.0959596524494462,5.33464009761827,-0.480325540894831,0.633424863149905,0.899467931191428,-6.47201409371169,"unchanged"
"Q96B54",0.0959595526997852,8.54925130518554,1.20227905664,0.235819111498069,0.608248562347179,-5.87390850688573,"unchanged"
"P00568",-0.0958729230951061,12.4364567997349,-0.993647294032394,0.325940442701384,0.714773952810206,-6.09750576469181,"unchanged"
"Q14642",-0.0958298181312509,5.99393250192694,-1.05110754616664,0.299066884203693,0.687521888395329,-6.03993823852011,"unchanged"
"O43567",-0.0958137208001855,7.73812225943645,-1.24109806965132,0.221282064120644,0.586690849065981,-5.82790969369984,"unchanged"
"Q86TN4",0.0958119101449428,7.61647422031355,1.09587724771222,0.279218160855201,0.66297014099076,-5.99295829833992,"unchanged"
"Q9H6Y7",-0.0958064712168003,8.08066261783593,-1.17508463495637,0.246411731452444,0.623621016676785,-5.90531932822335,"unchanged"
"B7ZBB8",-0.0957664337818418,5.98279772125383,-0.655088995842631,0.515891629329944,0.846583905591621,-6.37315621098796,"unchanged"
"Q14691",-0.0957630769801643,8.84355376007007,-1.2660502289219,0.212295410522264,0.574597939058239,-5.7976252809439,"unchanged"
"Q8N9N7",0.0957389467268221,9.39004543568748,0.842811925957044,0.40398646340646,0.77958755277986,-6.23384980157122,"unchanged"
"Q9HA77",0.0956595544298313,9.55612184748522,1.07830519278486,0.286895468766531,0.671068481527307,-6.01161900882704,"unchanged"
"Q99470",0.0956558470667339,10.669241469045,0.961336701306187,0.341745248917427,0.729889987805719,-6.12852014912486,"unchanged"
"Q5H943",0.0955689569213236,7.30881384961838,0.840050292821098,0.405515988785565,0.780060720087979,-6.23614481336021,"unchanged"
"Q9NZR1",0.0955436221331185,7.21240592787666,0.831797351487744,0.410108166492012,0.783819896201563,-6.24295986257327,"unchanged"
"P16220",0.0955242481158756,10.2048349936916,0.600475640531627,0.551333824168685,0.863135525211309,-6.4072662762479,"unchanged"
"Q9HC38",0.0955071173718824,11.566258606809,1.18297310746032,0.243304103298685,0.619222467699022,-5.89627700300024,"unchanged"
"Q8IUF8",0.09540188621465,7.82065260561963,1.12848801773374,0.265356174791358,0.647085691286282,-5.95757292337293,"unchanged"
"P21912",-0.0953743209218647,11.7503777101287,-1.1915547230868,0.239955899535193,0.614244778926043,-5.88637586195619,"unchanged"
"Q96D09",0.0953584735868986,5.79760743242715,0.473810932511392,0.638026093575702,0.900349574463427,-6.4751182803517,"unchanged"
"P82912",0.0952935030160376,9.63198294207664,0.861645393295927,0.39365116999993,0.771720467246435,-6.21800447266368,"unchanged"
"Q93009",0.095245921524338,9.62740375916197,1.09866890311249,0.278011907722235,0.662181781007807,-5.98996744814373,"unchanged"
"O75570",0.0952384040220116,5.43565328952556,0.728351830503619,0.470337092245356,0.824559122418854,-6.32283794990073,"unchanged"
"Q92889",-0.0952274409361742,8.59003289535019,-1.04100353441353,0.303678232795547,0.692450051661459,-6.05028404693039,"unchanged"
"Q9BQ15",0.0952043367091617,7.2173455873252,1.00003301030661,0.322875981249616,0.713592012421345,-6.0912603817569,"unchanged"
"Q9H469",-0.095139000081816,5.97034178426884,-0.986118212769458,0.329578662449387,0.71854756507449,-6.10482032763524,"unchanged"
"Q9NV06",-0.0951262285006376,10.0447698141046,-1.29373381486341,0.202647524264142,0.559805675249292,-5.76337247568289,"unchanged"
"P17028",0.0951131486488919,7.81025780379622,1.05021184161152,0.29947370868634,0.688093447401605,-6.04085921022051,"unchanged"
"Q7L5Y1",0.0950975032811217,7.9634980103084,1.35699487430597,0.181847213175685,0.522765666693747,-5.68253848444508,"unchanged"
"O00472",-0.0950838108710936,7.29244976851187,-1.22334171263979,0.227846932463963,0.596102395640306,-5.84911917724276,"unchanged"
"Q8N8Q8",0.0950829639961519,7.99453924537687,0.602612928491508,0.549923818330663,0.863032165913483,-6.40598618491095,"unchanged"
"Q9UIM3",-0.0950293841794618,8.15075650539496,-0.751137318565766,0.456651730382905,0.817369012880841,-6.3061283458809,"unchanged"
"Q8WTT2",0.0949605421613153,10.5838613704464,1.16776660557528,0.249320288592462,0.62702114230749,-5.91365708995531,"unchanged"
"Q7LBR1",-0.0948433248591254,10.0066866268192,-0.902575401758604,0.371767857329201,0.756715482627053,-6.18240419170888,"unchanged"
"Q13426",-0.0947482581535013,8.75503900226199,-1.11264830959601,0.272026767986338,0.653794343100258,-5.97488252968767,"unchanged"
"A6NHR9",0.0947370277364463,9.56677924183187,1.06020608213571,0.294956010732622,0.681895416123593,-6.03054082932313,"unchanged"
"Q9UPN7",0.0947356650272848,9.73311699913354,1.09322060900814,0.28036949081763,0.663535693070422,-5.99579782177266,"unchanged"
"Q9BQI6",-0.0947281213799158,4.80681815465289,-0.835382274891222,0.408109491951907,0.782404168446848,-6.24000752971002,"unchanged"
"Q13227",0.0947151587823711,7.29301586986701,0.933767286287336,0.355625818708495,0.742045813611225,-6.1542072819174,"unchanged"
"P82921",0.0946858456335073,7.23693339351888,0.902482473766612,0.371816640929291,0.756715482627053,-6.18248682082913,"unchanged"
"Q96T51",-0.09465418829007,10.055451794117,-1.18848664792735,0.241149058709148,0.616443038998201,-5.88992337836014,"unchanged"
"Q9Y4C1",0.0946474579209386,7.91795879100485,1.25345022972657,0.216798683829544,0.580558470029862,-5.81298782955878,"unchanged"
"Q8IZD2",0.09462221473893,4.86301500911363,1.10762483661958,0.274166923183213,0.657075125270781,-5.98032398423824,"unchanged"
"Q02543",0.0945545942688462,12.1271735888028,1.11121418410751,0.272636539110636,0.654794382585151,-5.97643835151429,"unchanged"
"Q9H6T0",0.0945446538889119,10.7627984975064,0.837026010800175,0.40719508440296,0.78143965899284,-6.23864973747568,"unchanged"
"Q96AA3",-0.0945186443777271,8.89585302946708,-0.954874811362156,0.344966048598893,0.731643785969216,-6.13460510676409,"unchanged"
"Q8IVI9",0.0945089093512665,6.94701692169842,1.09194723588215,0.280922525133639,0.664241654291254,-5.9971565456888,"unchanged"
"Q8N573",0.0944905238926523,9.0693944030914,1.12337772019009,0.267495420451677,0.649621067143812,-5.96318263740144,"unchanged"
"Q14781",-0.0944518888783694,6.66824569175698,-0.90448854336418,0.370764445130082,0.756609593538917,-6.18070125769688,"unchanged"
"Q96EA4",-0.0944145040152762,8.50958342566299,-1.06222307083875,0.294050031948802,0.68066557422103,-6.02844718461583,"unchanged"
"P16066",0.0943997021936056,7.89305286959394,1.22844331520217,0.225946228197658,0.592198324522875,-5.84305457904612,"unchanged"
"Q8TAP9",0.0943563726253691,6.75385049832935,1.13767069454241,0.261542880797655,0.643969945739344,-5.94743263023308,"unchanged"
"Q8TDM6",-0.0943046575966946,7.95392225023124,-1.03045007609573,0.308546665902208,0.698413704898207,-6.06098866578889,"unchanged"
"Q9Y6B7",-0.0942918850609766,7.49734073499829,-1.33848449783474,0.187756515441593,0.532017566067237,-5.70655788857827,"unchanged"
"Q6P587",0.0942850316806148,8.79169018447985,1.30983104754437,0.19719163045413,0.550228174414051,-5.74314077136795,"unchanged"
"Q7Z6L1",-0.0942698998833738,5.1200087265019,-0.841174005668714,0.404893190794835,0.77958755277986,-6.23521184845069,"unchanged"
"Q9UJX2",-0.0942423080999557,8.35068843817076,-1.30383800555564,0.199209727602496,0.553650294062018,-5.75070006244162,"unchanged"
"Q9Y4L1",-0.0942199548608347,12.5477514128584,-1.0981764155468,0.27822444069244,0.662181781007807,-5.99049559863389,"unchanged"
"P18859",-0.0942146477607331,11.1869688727374,-0.960634362632151,0.342094347859978,0.730276989456183,-6.1291834224474,"unchanged"
"P14621",-0.0941926077326709,8.15951615301072,-1.01947040540199,0.313668136823131,0.702289618330331,-6.07201547443644,"unchanged"
"Q96KM6",0.0941705440823162,7.80183748551735,1.05168279282472,0.298805811489656,0.687128239074026,-6.03934637164365,"unchanged"
"P48960",-0.0941600150445918,10.6908789385099,-1.04143302490237,0.303481228613968,0.692363810047969,-6.04984620984466,"unchanged"
"Q9Y2R4",-0.0940982718442989,9.08492380837987,-1.20315930582312,0.235481898729863,0.607850752834147,-5.87288055735219,"unchanged"
"P55265",0.0940838102346895,10.519117020866,1.11369446181505,0.27158256795489,0.653794343100258,-5.97374640985025,"unchanged"
"O94829",0.0940595259603185,8.39384861775186,1.10438596290457,0.275553081898657,0.659069634159037,-5.98382003098626,"unchanged"
"Q8NEC7",0.0940381118173761,7.06893143018308,0.938280391450945,0.353328700920379,0.739296322224219,-6.15005135740646,"unchanged"
"Q9NW08",-0.0940121379726264,8.32984148992189,-1.00231452452035,0.321785828340131,0.712631089799083,-6.08901975371859,"unchanged"
"Q9BWF2",0.0940006292809947,4.25228184905792,0.524991298092409,0.602279422744651,0.885780018470927,-6.44960285759543,"unchanged"
"P61962",-0.0939867567765393,9.61481832695515,-1.23017379679794,0.225304170355368,0.591228047638414,-5.84099210858616,"unchanged"
"Q99873",-0.0939714317188347,10.5905715289782,-1.25214227979121,0.217270195076813,0.580911894331169,-5.81457437804043,"unchanged"
"O94925",-0.0939574915830175,13.1428093040727,-1.12046737875823,0.268719202837115,0.650394664794747,-5.96636667972829,"unchanged"
"Q13541",-0.0939260942755027,12.6281598043209,-1.22753741413161,0.226282881801466,0.592738516656664,-5.84413319719986,"unchanged"
"Q9Y2V7",-0.0939234836665204,8.15086345513864,-0.959329254625119,0.34274368138491,0.731124885818374,-6.1304147055903,"unchanged"
"Q15046",-0.0939157383708231,12.0244583110581,-1.23092485614387,0.22502592606715,0.590893377590735,-5.84009611922416,"unchanged"
"Q13761",0.0939100078444115,6.91762587100861,0.859846816927842,0.394630965524143,0.772537056831757,-6.21953229330386,"unchanged"
"P51687",-0.0938141643506674,6.75182363058838,-0.54038743656825,0.591711495187541,0.880814058537029,-6.44142214265177,"unchanged"
"Q04912",-0.0936579319008439,6.64364387534096,-0.922202661221921,0.361556474647968,0.747754661945732,-6.16476884796003,"unchanged"
"Q5VWJ9",-0.0936502243230652,5.4510504181745,-1.07002749991589,0.290562693110366,0.676683731062846,-6.02031062089624,"unchanged"
"P31146",0.0936333228679525,6.25176577347854,0.592078221679182,0.556891499934203,0.866775915956875,-6.41225245911847,"unchanged"
"Q96K37",-0.0935772654001799,8.23484530480794,-1.26971963575329,0.210997195062083,0.571974010546919,-5.79312457406283,"unchanged"
"Q9BVC5",0.0935535811416717,8.36131444721891,0.804068029252911,0.425770381386299,0.793884560297816,-6.26538057058149,"unchanged"
"Q96LW9",-0.0935409017396491,7.73147893971097,-0.841964415731348,0.404455474827919,0.77958755277986,-6.23455488631507,"unchanged"
"O43719",-0.0935363852775648,10.4432056337808,-1.2446043863504,0.220002463633722,0.585249471419121,-5.82368788986976,"unchanged"
"P43005",-0.0935164346300503,6.98314190637065,-0.80269947248207,0.426552627040207,0.794137506923066,-6.26646804434843,"unchanged"
"Q9NX31",-0.0935055725819174,4.76546260391639,-0.755398874669332,0.454118111990326,0.815611184795386,-6.30294751603066,"unchanged"
"Q8NDI1",-0.0934872521359633,8.12627433575674,-0.891719419510609,0.377494607963552,0.759871674429414,-6.1920016378655,"unchanged"
"Q92828",0.0934355484116356,8.92022639136871,1.18246023378232,0.243505277156173,0.619429324913166,-5.89686661648054,"unchanged"
"Q9HB96",-0.0934308403021964,6.64159477640985,-1.17408079225618,0.246809246887791,0.623621016676785,-5.90646593974519,"unchanged"
"Q9UJ83",-0.0934035942136227,9.11740825532201,-1.21675355922264,0.230318893806232,0.600645324281906,-5.85691613826509,"unchanged"
"P10809",-0.0934003704052078,15.8291287885671,-0.903753228664721,0.371149899867893,0.756715482627053,-6.18135618969451,"unchanged"
"Q9UID6",0.0933988882530787,6.44383521738467,0.837997756760274,0.40665509906032,0.781363072322954,-6.23784582165149,"unchanged"
"P28290",-0.0933641556508196,10.6701727447263,-1.17284511938059,0.247299203841347,0.624457409061214,-5.90787609227732,"unchanged"
"P22061",0.0933267646889337,10.8718482762634,1.07841918612465,0.286845193635326,0.671068481527307,-6.01149887274462,"unchanged"
"Q9NRZ7",-0.0932162702085586,7.58400356444934,-1.05611429856987,0.296799875322754,0.684662454370894,-6.03477652875942,"unchanged"
"Q9H008",0.0932160880470274,5.80415839759814,0.660750076706414,0.512288952224511,0.844815468322468,-6.36945400827316,"unchanged"
"Q9H9P5",-0.0931729262634375,5.15355218104878,-0.613010594695967,0.543090641245892,0.862056627781094,-6.39969492141684,"unchanged"
"Q8NCA5",-0.0930930948627307,8.18472489215617,-0.977670392437026,0.333693134845406,0.723160172977616,-6.11296418529387,"unchanged"
"P28062",-0.0930762250203152,9.84363504447322,-0.988396490300093,0.328474885571965,0.717219635941397,-6.10261256752042,"unchanged"
"Q03169",-0.0930636476744446,8.95874092610243,-1.20201547946654,0.235920153476104,0.608260051893489,-5.87421617398985,"unchanged"
"O75379",-0.0930439691285221,7.76076546949615,-1.02499387471383,0.311084516898747,0.70021451842749,-6.06648234048143,"unchanged"
"Q9NT62",0.0930224597786857,11.4859401943674,0.911703121932732,0.366996189159967,0.75277053749176,-6.17424818722735,"unchanged"
"Q4VCS5",-0.0929477633651281,11.2717839805559,-0.822771556828025,0.415166849523009,0.78635951389111,-6.25033854814546,"unchanged"
"Q03112",-0.0929307933953876,7.758672346688,-1.12798413475758,0.265566564014387,0.647085691286282,-5.95812711502587,"unchanged"
"O75581",0.0928096406629466,6.20374123101871,0.943359796684434,0.350754984791641,0.737089772107908,-6.14535096465468,"unchanged"
"Q9HBK9",-0.0927840203327861,6.28472280901604,-0.828439123184989,0.411985906325604,0.784870484249748,-6.24571435495941,"unchanged"
"P61803",-0.0927746780167453,10.0085594604397,-0.705542464642784,0.4842686474502,0.832001557746412,-6.33906214450255,"unchanged"
"O75362",-0.0927422203774277,7.1398149723183,-0.957730795518359,0.343540076908958,0.731643785969216,-6.13192056256622,"unchanged"
"Q9H7S9",-0.0926901310657069,5.31937617619248,-0.900215606925432,0.373007930739718,0.756715482627053,-6.18449992331637,"unchanged"
"O75586",-0.0926750299501933,7.75929549479125,-0.874032423238854,0.38694467677403,0.766571774959885,-6.2073984969376,"unchanged"
"P0DI83",0.0926693762928892,8.37401552515017,0.970555673225716,0.337184823592717,0.726212126871266,-6.11977095121152,"unchanged"
"O75695",0.0926427042431399,10.1522164309994,0.955016187841079,0.344895368573163,0.731643785969216,-6.13447239751698,"unchanged"
"Q562R1",0.0926414685865034,12.6066818288099,0.572789163350319,0.569763656041353,0.872070927915753,-6.42344419082311,"unchanged"
"Q9Y6W5",0.0926140056623552,9.09751892478283,0.868563364605843,0.389896754645226,0.768881917586549,-6.21209920388026,"unchanged"
"Q8NF37",0.0925846243085164,11.7178824741158,1.09959935177395,0.277610684981084,0.661869109732599,-5.98896901170363,"unchanged"
"Q9BYD2",-0.0925338409072065,9.68942945667502,-1.16219584021527,0.251550986965836,0.630501984315724,-5.91997137719633,"unchanged"
"O14715",-0.09253008297964,4.55102816352793,-0.737630822024111,0.464735849469605,0.823221367728532,-6.3160937946638,"unchanged"
"Q86VW0",0.0925114490202974,7.27541002862525,1.12830865279364,0.265431052464205,0.647085691286282,-5.95777022317696,"unchanged"
"Q6P087",0.0924874231673893,7.96504080082057,0.836946634238133,0.407239212370217,0.78143965899284,-6.23871536505628,"unchanged"
"Q52LR7",-0.092483245864166,5.61992807429433,-0.865432872001059,0.391592888237763,0.769996956324661,-6.21477707846626,"unchanged"
"Q9NX40",0.0924306610307593,10.940503577886,0.956624708061435,0.344091875180951,0.731643785969216,-6.1329611643921,"unchanged"
"P01024",-0.092402215011651,7.61976804213076,-0.97144092624392,0.336749048519425,0.726173600454103,-6.11892660497196,"unchanged"
"Q96L50",-0.0923747459978248,5.93093552706126,-0.991315017386102,0.327064550645659,0.715397165216643,-6.09977726807287,"unchanged"
"Q9GZN8",-0.09232177318707,8.72713505979953,-0.988589786466056,0.328381352020454,0.717219635941397,-6.10242503038547,"unchanged"
"O95544",-0.0923183104709997,7.32660717403871,-1.018672628784,0.314042503856502,0.702543635863906,-6.07281229480932,"unchanged"
"Q14562",0.0923003214194082,9.12719127798358,1.14773846668656,0.257407271514228,0.637539182578688,-5.93622613503763,"unchanged"
"Q9NWD8",0.0922567232933549,5.43934600503698,0.62164897702096,0.537447107922005,0.859421395553957,-6.39438773948786,"unchanged"
"Q99614",0.0922532876367743,12.1254891200477,1.00172132501608,0.322069031336071,0.712711335720005,-6.0896027911527,"unchanged"
"Q8IYH5",0.0922231644328386,6.98715071403522,1.24162845498573,0.221088150844022,0.586534255624322,-5.82727179041588,"unchanged"
"Q9UNF1",-0.0921849679323916,11.164885916034,-1.07034451295882,0.290421649896982,0.676587555558073,-6.01997892399542,"unchanged"
"Q96QD8",0.0921318052318707,10.5390319802373,0.729430655947694,0.469683885127962,0.824115022862168,-6.32205811467677,"unchanged"
"O15013",-0.0921178594984902,10.0078718588719,-1.19081305645764,0.240243934516677,0.614587087035161,-5.88723421102294,"unchanged"
"Q7Z6K3",-0.0921087057106709,6.80451741246513,-0.967735017503717,0.338575822331574,0.72758672886916,-6.12245635618278,"unchanged"
"Q9H2I8",0.0920701538617203,5.5780460629354,0.710013422859323,0.481519741149169,0.830749021133469,-6.33592167757755,"unchanged"
"O95900",-0.092068466938108,6.69991704576648,-0.840965609904328,0.405008645731638,0.77958755277986,-6.23538496056503,"unchanged"
"Q13131",0.0920509037301542,9.70709180258893,1.15156227482795,0.255848908529716,0.635894187228572,-5.93194552289921,"unchanged"
"P42338",0.0919883074940735,5.94958508016017,0.756004706753405,0.453758594451871,0.815611184795386,-6.30249390019186,"unchanged"
"Q86YP4",0.0919809846051205,10.3073417752401,1.24621140455323,0.219417835804036,0.584778110802485,-5.82174925005356,"unchanged"
"Q99973",0.0919752351603478,6.33354946066025,0.956405578367969,0.34420126275178,0.731643785969216,-6.13316718390367,"unchanged"
"P06732",-0.0919406040733008,7.02934398098194,-0.8369354491341,0.407245430764236,0.78143965899284,-6.23872461228089,"unchanged"
"Q9BQ52",0.0918580012825796,11.0278884430027,1.25855225423369,0.21496670624405,0.577662697886812,-5.80678435990066,"unchanged"
"P02511",0.0918568746009134,4.99350876843257,0.35939369930146,0.721055414049825,0.924260429233133,-6.52278453602364,"unchanged"
"Q9H967",-0.0918536135213062,6.80509580712625,-0.950508085150974,0.347153866200591,0.734052377753754,-6.13869485766767,"unchanged"
"O43708",-0.0918217307275144,7.04437592426418,-0.633393949179872,0.529823224846413,0.853822629728311,-6.38705500997452,"unchanged"
"Q15717",-0.0918022029778864,11.9916571472234,-1.01250729220478,0.316945925728288,0.706408559546599,-6.07895020587158,"unchanged"
"P10768",0.0917819374893636,12.1097233843633,0.887667661769444,0.379646340822714,0.761520903310114,-6.19555501387114,"unchanged"
"Q9NWT6",-0.0917530352782912,8.26896930414806,-1.12570997585751,0.266517586229829,0.648558426332013,-5.9606254307696,"unchanged"
"Q99741",0.0917087632410221,6.88016968826221,1.11261598268029,0.272040502307435,0.653794343100258,-5.97491762063445,"unchanged"
"Q86YH6",0.0915468915914195,6.51690565061209,1.0554735642414,0.297089328046519,0.685148479500709,-6.03543839209207,"unchanged"
"Q7Z434",0.0914913515298466,8.37406242105276,1.12041472410544,0.268741380417272,0.650394664794747,-5.96642421457312,"unchanged"
"O14745",0.0914733003486585,13.2112564246577,1.17887722661418,0.244914081091123,0.621320382447268,-5.90097906172289,"unchanged"
"Q9H081",0.0913964829882952,7.84159004911964,1.02282067886489,0.312099297146198,0.700593182909438,-6.06866273412341,"unchanged"
"P62312",-0.0912886832619053,7.78511657145349,-0.763403893457761,0.449381141607879,0.811872596229893,-6.29692521744103,"unchanged"
"O60443",-0.0912353336751126,7.71053069692822,-1.11497029838855,0.271041539345294,0.653489565067825,-5.97235949048648,"unchanged"
"Q86VQ0",-0.0911823497126925,5.77076410299404,-0.547476773210886,0.586875179696708,0.878819919316049,-6.43757682011835,"unchanged"
"Q6PCT2",-0.0911745393667394,6.84585169839239,-0.748331450555473,0.458324380511428,0.818510323561673,-6.30821308235505,"unchanged"
"Q7L0J3",0.0911491055944964,6.5681343027377,0.869620277137015,0.389325153989437,0.768142325823115,-6.21119299679948,"unchanged"
"Q99653",-0.0911389027327925,10.3157259395447,-1.21582166101488,0.230670141646752,0.601138275070431,-5.85801585460572,"unchanged"
"Q9BQ75",0.091073856114674,8.50574103015999,0.869687858690163,0.389288622416016,0.768142325823115,-6.21113501554845,"unchanged"
"Q4G0X4",0.0910734602529022,5.69145066748233,0.424884000540692,0.673034895978761,0.910755713145145,-6.49709007913147,"unchanged"
"Q9H5U6",-0.091072326624011,7.51351146054041,-0.967906149618867,0.33849132049181,0.727584876935571,-6.12229364291381,"unchanged"
"Q9P2I0",0.0909938105106969,7.92734885924015,0.998489851201759,0.323614745093272,0.713819634216622,-6.09277312545074,"unchanged"
"Q9NUL3",-0.0909693120439172,8.98738176751602,-1.06077641131951,0.294699637632863,0.681651576008408,-6.02994920726083,"unchanged"
"Q96QG7",-0.0909565056969939,6.53783435134592,-1.01263667059759,0.316884811357425,0.706408559546599,-6.07882176757539,"unchanged"
"Q9UIS9",-0.0909528165811091,7.79809187301771,-1.28055799044332,0.207197356849104,0.56523364996652,-5.77976037307115,"unchanged"
"O75414",-0.0909258262892845,9.48652876267224,-1.0193482859541,0.313725423247691,0.702289618330331,-6.0721374860028,"unchanged"
"Q71RG4",0.0909064082996398,8.12995124140688,1.11625370181678,0.27049807363096,0.652903091708025,-5.97096283495516,"unchanged"
"P54198",-0.0908491364383615,6.99745161566698,-1.06979665453821,0.290665429222837,0.676683731062846,-6.02055210033163,"unchanged"
"P61225",-0.090828254584439,9.19572357257112,-0.991464580877095,0.326992386103075,0.715397165216643,-6.09963175472208,"unchanged"
"P52569",0.0908130217084349,9.37336969769957,1.08151170427158,0.285483631652201,0.670289368891362,-6.0082351231395,"unchanged"
"P00519",0.0907123548009539,7.82391278357348,0.989611231577628,0.327887384646123,0.716682963593362,-6.1014334366461,"unchanged"
"Q9BRR6",0.0906909125407722,8.3847153183878,0.982120322765477,0.331521559199354,0.720361726501847,-6.10868271251003,"unchanged"
"P14406",0.090676081312095,11.4326597533863,0.820840774687522,0.416253930213095,0.787343539665953,-6.25190686157028,"unchanged"
"Q8TD19",-0.0906529952261454,8.6312623880268,-1.09561199006838,0.279332968037254,0.66297014099076,-5.99324210912044,"unchanged"
"P34998",0.0906424224094806,4.52557249419394,0.41964793392128,0.676827087126589,0.910755713145145,-6.49930100306785,"unchanged"
"Q8IX04",0.0906290587657379,6.7629221817632,1.14856985846303,0.257067865655127,0.637466751235447,-5.93529656049906,"unchanged"
"Q8N8E3",0.0905826498971907,5.03279603822431,0.779758915009584,0.439793749857665,0.804577461621835,-6.28442918778689,"unchanged"
"Q9UHL9",0.0905500703952882,7.89794021828957,0.818181528759727,0.417753998585986,0.788295451995551,-6.25406103979034,"unchanged"
"Q53H54",0.0905369320590674,5.26240810719311,0.890638300511981,0.378067986361886,0.760419286326485,-6.1929512997406,"unchanged"
"Q13464",0.0905041772354291,9.02676756115704,1.29335897047205,0.202775914784518,0.559805675249292,-5.76384084426692,"unchanged"
"Q9NYI0",-0.0904840889058249,6.54026514769518,-0.996490292005434,0.324573698026584,0.714078553144475,-6.0947299588834,"unchanged"
